,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r
13,0.5202275039972689,0.49254943321928274,0.4814803082686347,0.5495172124416933,0.4534010815268854,0.5267447034312353,0.4796989643218833,0.5325275697042056,0.5297730242153633,0.5371167450070494,0.48302301182309765,0.45961066960001695,0.4597462683182836,0.42645985187911467,0.4970381185677061,0.5005282868176507,0.5346238421649137,0.5401209407219447
14,0.5214698561170273,0.4925218016539127,0.4821844088467126,0.5527682774123169,0.4526931222972155,0.524850083802756,0.48093256511348825,0.5298829937996823,0.527919331187934,0.5359867014740742,0.48386852996820634,0.4625712730323294,0.45943764823421174,0.4291723116177097,0.4947276856746327,0.5013402734041386,0.5341994879460951,0.5380340085462173
15,0.5191616445142462,0.49036822708940875,0.4845475698491931,0.5538392559742696,0.4520461996114836,0.524955519888536,0.4819600232068305,0.5344106513789735,0.5258474834505863,0.5360467204136838,0.48885243124027433,0.46387327123770344,0.4593106149484118,0.42851207932048846,0.4953700988013587,0.5000458317147424,0.5296253226518564,0.537407263616919
16,0.5232902327518401,0.4932539532334841,0.4869708496847158,0.5512341318913684,0.4520723887452286,0.5222467396137153,0.48185431933798245,0.5330794511667746,0.5249965478144987,0.5369929200607255,0.4862747328858918,0.4622732195161984,0.46101823085901894,0.428235056990122,0.49463078268161725,0.49951846500954733,0.5312228181626455,0.5374907240315591
17,0.5211627930896678,0.49061615422027427,0.49125177135419457,0.5479889751412635,0.4519468366655004,0.5196394372909761,0.48168102624242565,0.5381811329725519,0.526826950189019,0.536986872767215,0.4889069861604681,0.46263575161992904,0.462053198375755,0.42580296584018124,0.49085674735660983,0.4991795788375704,0.5284420392295275,0.5363233782652289
18,0.517818452913242,0.4887806395802131,0.4926861861795091,0.5440175043312017,0.45168743852499804,0.5204953355218684,0.4810433487645973,0.5402336514858952,0.5267856549624815,0.53757478648559,0.49141645379937926,0.4635483771732313,0.4623138404772663,0.42513231975987625,0.49046489760564066,0.498380254214967,0.5265377685632734,0.5359688271491998
19,0.5195138993685462,0.49249027077023405,0.4916747566093201,0.5502707784715452,0.4499546025290852,0.5224115359664496,0.4798929589619598,0.5390061573553454,0.5266171753881007,0.5364395422715904,0.49039168576709946,0.46696287064322545,0.4643124659624292,0.4236358608368732,0.4902579361061323,0.4973720881363798,0.5283365259043827,0.5317952896880392
20,0.516577373078379,0.490679688214555,0.48327850728870786,0.5512838911613391,0.4480404716191932,0.525409188552955,0.4777266838242693,0.5287166017436533,0.5286570359901677,0.5347754047756786,0.49011037486951836,0.4667403335494245,0.4647333032376822,0.422623161702074,0.4900626747877833,0.49953019986761915,0.5296799188508654,0.5321625609881959
21,0.5171315228227613,0.49044477787847657,0.48226852075011933,0.5516621239902018,0.44935547614245896,0.5291027738255436,0.47776285740960617,0.5350499133599714,0.5298443856753936,0.5324414063174703,0.49009813093052423,0.4669984217562973,0.4631280888992816,0.4234816271717388,0.4895690572921892,0.5023148982823974,0.5303882329966697,0.5320445452514799
22,0.5174953408050427,0.4919320350806319,0.4842337830213929,0.5455383234975979,0.45109569770316005,0.5243765898207449,0.47980476397196864,0.5325111410550265,0.529594559877708,0.5323529316468997,0.4901094752578249,0.46787460993026325,0.462341278564753,0.42127099241990007,0.49044173624294046,0.5028729724308862,0.5303828414418712,0.5312764838928108
23,0.5133890563332686,0.48789895772472375,0.4855157916547323,0.5483602689170807,0.4530361340207742,0.5260484280564878,0.48106599282352686,0.5377424372194571,0.5292537987143437,0.5314093306120428,0.4921374510727316,0.4687078002361333,0.461483946633159,0.42113037202849446,0.49052702839225576,0.5044009613760848,0.5293664176079151,0.5316734532140289
24,0.5147381544351731,0.48986601065419916,0.48113421431946496,0.5464753333472064,0.45307195650482446,0.527679367264211,0.4805503560942601,0.5344318788252033,0.5304749397922596,0.5311819397724401,0.4897391412509444,0.4694313779429322,0.46132728299316383,0.4210273553157552,0.4895426044749478,0.5049851526274607,0.5312156951650862,0.5308526185512394
25,0.51503331986291,0.48889315557942775,0.4854903390395124,0.5439116228552932,0.45136991568066026,0.5260793582271837,0.4788128691397202,0.5356645456960276,0.5296050882683677,0.5305828640759664,0.49214279613033685,0.4714829144653492,0.4634852762963937,0.419848990958032,0.49136000260105156,0.5063989321308227,0.5299111105884646,0.5293799222653927
26,0.5153007971288723,0.4884777396486098,0.48633247989936845,0.5475083861214958,0.45193979181263166,0.5264700113149653,0.479264085816738,0.538304701548709,0.5308019453574968,0.5312885365187036,0.49012534608482083,0.469963538202218,0.4635418628283101,0.4207598993047126,0.4893888531158176,0.5063175442368709,0.5315276820105621,0.5301945455302004
27,0.5137993506341368,0.4877045362521794,0.4866549628495564,0.5461132559464013,0.4508828354255808,0.5237199894608824,0.47785910869971726,0.5357208727663407,0.5301056349375315,0.5320881446721004,0.491842580473804,0.46938298312149124,0.4635072550534128,0.42051016003808545,0.4914346788380879,0.5049335690586872,0.529945219240518,0.5304698367312534
28,0.511627859452522,0.4847735306040684,0.4865387990947908,0.5436390838244218,0.450034657324505,0.5243800499963852,0.4781339768973184,0.5402525160005324,0.5328927848540169,0.5312557455102888,0.49218395770800405,0.4694621498551193,0.46332342186046427,0.4196887205380691,0.4907759617542321,0.5063983853267934,0.5301869299320777,0.5311785120037801
29,0.5094419269860135,0.483754808567083,0.4852680391587524,0.542608469952976,0.44987239719399325,0.5236158555310865,0.47818311581586,0.5376727814639654,0.5299945215677339,0.5337514582157715,0.49170463798008124,0.46778365088054524,0.4635086881691113,0.42055278027336895,0.4935465504228926,0.5076946068599918,0.5299078628734036,0.5338765766966114
30,0.5079393408301281,0.48234719327416015,0.48019750376014475,0.5423677079705268,0.4483459781145555,0.526343089409824,0.4777190476013944,0.5368049283560546,0.5301567446695479,0.5355633065793705,0.49345055753447575,0.4681390714821755,0.46162515078738914,0.41955392790248025,0.492962065429765,0.5084386501068535,0.5279861145908069,0.5334015659918722
31,0.5064698016581065,0.48072874829233286,0.4792707044303287,0.5441389765387588,0.4512227659893165,0.5274356982012351,0.47936429589552243,0.5369247132683762,0.5304012219986738,0.5356214213833926,0.4956637453460013,0.4676363525205293,0.4599277452082469,0.4199838731236095,0.4927484955585528,0.5070507857641547,0.5259291960497565,0.5339835114277451
32,0.508244191510223,0.4824700848024364,0.48372026316234573,0.5393854157295218,0.45087416037284883,0.5239218810276265,0.4775130323721451,0.5408140103683167,0.5307775606170151,0.5336025474970376,0.4951551919062152,0.46891694252868915,0.45948105257579097,0.42227129843729994,0.49388126144608613,0.5075006699085906,0.5276981535911676,0.5331908405383361
33,0.5095741973286237,0.4843496506344353,0.4885753156608545,0.5389885318144607,0.45319680169373905,0.5218738255981765,0.47923354698618337,0.544285315182308,0.5292330255591118,0.5347276519570561,0.495151896565664,0.46960051778035944,0.45817596258470067,0.4223292940184201,0.4935555363124336,0.5063023047719984,0.5266135658282468,0.5324552945843931
34,0.5111342649282776,0.4849142652203942,0.4880465375971607,0.5408717642432955,0.4547263361823468,0.5220863108783736,0.481495762822146,0.5443180641783865,0.5302767670610482,0.5361071910831638,0.4925358689846607,0.46761898785231387,0.4583139762884462,0.4231922304774143,0.49268212014323187,0.5060090660033111,0.5284866916584641,0.5342538060393006
35,0.5111624542920229,0.48522946077624046,0.4863750982149988,0.536977049973881,0.4534412041727993,0.5249707320053895,0.48123351840664214,0.5444646560429944,0.5295992779825562,0.5363559401577151,0.49533218077056407,0.4697238590247759,0.4576175323561477,0.42410152254741157,0.49094161726433067,0.5037301258537515,0.5251854133732345,0.5319626623738548
36,0.5096287423215852,0.48525606904107343,0.48099411412394205,0.5408952240928353,0.45554542546059046,0.5273534111676329,0.48161507531232006,0.54206417960618,0.5260193085374363,0.5413377737173322,0.497753873789156,0.46941836240494783,0.45543033382597875,0.42316529227092003,0.49307652162052673,0.49982135992563725,0.5227352571578769,0.5323136321727772
37,0.5100697413276537,0.48508459801826515,0.48128133755652425,0.5385317662006839,0.45665758751905333,0.5270317039545049,0.4836888215980887,0.5399221549400262,0.5252115282023079,0.5409430512190482,0.49862179352909225,0.4713252270617608,0.4549431786469496,0.42049289083287045,0.4901001380157695,0.4989330485050412,0.5202691726856422,0.5303553272250147
38,0.5114540448526672,0.4844125079461368,0.47724276787981834,0.5433502186338874,0.4589977899260711,0.53035429809167,0.48616275442415613,0.5373380660918906,0.5268247307984267,0.5427229980490679,0.49734468679170346,0.4690280290068445,0.4564162339895776,0.4205351087270179,0.4901225729259998,0.5005514861994247,0.5217616766890607,0.5322534798321108
39,0.5122906639349117,0.4837277153158442,0.47518465058147,0.5430734028672357,0.4627270153976438,0.5325264038955482,0.48869440037370504,0.535914465432172,0.5274821504628607,0.5427770560620373,0.4966537667775739,0.4666291603835525,0.45675503809783546,0.4178543144776299,0.4916422892731111,0.5013289829360128,0.5222333709634103,0.5335906420728553
40,0.5152635353238839,0.4852007026980226,0.4758247107178708,0.5431523630769357,0.46163085951255706,0.5320831419849644,0.48964653214983017,0.5351335388636611,0.5277782918523866,0.5433386365714359,0.4924294469719818,0.4630772259832558,0.4580569007001646,0.4184337672131306,0.4918994674990118,0.5028942531084095,0.5265155438893574,0.5361748964194673
41,0.5119408873309506,0.482812945780117,0.4757436247264166,0.5401314882102383,0.46161327618223064,0.5308543439391208,0.4893631396358107,0.5359508388645801,0.5259423463998005,0.5435577546931388,0.4950506925570653,0.4645582498685552,0.4589129395723,0.41966060733622645,0.49162430403369123,0.5026827982090847,0.5241486742213666,0.5358000162449794
42,0.5133884089387355,0.4838551551604426,0.47252243694386314,0.544102971874302,0.4585931395887688,0.5322678627276719,0.4870786478018732,0.5313517698469269,0.5242674187761363,0.5454574696444192,0.493024664327442,0.4622555301808623,0.4600909022372931,0.4212629007186667,0.4943774418678768,0.5019619239000831,0.5261990193012028,0.5381826839469466
43,0.5153192083789511,0.4847167486826343,0.47198370463581196,0.5507456095314339,0.4596266368662244,0.5333043258376833,0.48778657208089904,0.530092933332456,0.5248830402758006,0.5436139567643175,0.49046124790176376,0.462864084634481,0.46186051785124144,0.42030667620186357,0.49202584406227845,0.5051458192318641,0.5294408625621436,0.5379220985028582
44,0.5164251291476287,0.4837216774277905,0.4740955811438361,0.5454245059614762,0.45827430338000397,0.5304243647972258,0.4857113495083852,0.5302402559418579,0.5236612111206067,0.5460869347532018,0.4905590093461512,0.46065023064221544,0.4614388458147954,0.42043047425111685,0.49430947595316377,0.5037311969692003,0.5287050958630414,0.5399500860596069
45,0.519220684331435,0.4843372983849617,0.4782825429865859,0.5482096890499154,0.4583162314911413,0.5297907733050982,0.4852719582574367,0.5371438282872839,0.5202634352146274,0.5466165087651627,0.4899165781664878,0.4583974524252772,0.46119321644389194,0.4223948239434412,0.4963723418470187,0.5023806270868677,0.5281338883558913,0.5416993015881616
46,0.5175078714336494,0.48349166642448255,0.4773415922017838,0.549587526790008,0.4595841726177936,0.523657817850712,0.4878428394310997,0.5260637790964795,0.5203047343746319,0.5480999239510035,0.49092203185273703,0.4591278090015141,0.462211735913234,0.41804841255881453,0.49830113240258067,0.4999048997028162,0.527496060868956,0.5411859030844133
47,0.5181224293584535,0.4824304700560468,0.4790501495698162,0.5505161231289156,0.45747291869151707,0.5282479976820278,0.486286245417426,0.5359669573623003,0.5213842985486714,0.5477297554210465,0.49140866755823176,0.46024993628234606,0.4618535267943269,0.4163173422454382,0.49732665524232916,0.5006622318231855,0.5265723530508953,0.5397074957729203
48,0.519844162306706,0.4847796457999965,0.4762806381791128,0.5471474033737859,0.45424877474085107,0.5249615209028525,0.48334824868244114,0.5293243709365562,0.5216498315748975,0.5501333540715713,0.4903843550092495,0.45880062694587065,0.4618646579209346,0.4151332039312195,0.4976162416656642,0.498507462729558,0.527113665301755,0.5404038113942928
49,0.5209002015926399,0.4857259774183517,0.48059079031185764,0.5485440917429335,0.455780971379492,0.5233205745649057,0.48462416906048017,0.5341835900986904,0.52245776040167,0.5486665097166255,0.49085520698684726,0.46068621459996145,0.46278433528584095,0.41437317097145193,0.49687257709825694,0.4983725073980636,0.5278192666925479,0.5383941221055006
50,0.5225221110613042,0.4866076355310871,0.4777015314886745,0.5490481039649968,0.4550565072463111,0.5244871152332041,0.4843755216159814,0.5300597136136964,0.5209762797787892,0.5503967223221142,0.48811140034079903,0.4575068786035901,0.4632167188571821,0.4178788036238434,0.49892491125065214,0.49805593863159253,0.5302293658266606,0.5412563470500349
51,0.5242002090120279,0.4872655322576089,0.4763569509323701,0.5540084161907237,0.4553752531117572,0.5294285473049022,0.48681583147441204,0.5306501520634099,0.5205432750409693,0.5507241260090736,0.48727165047859883,0.456995318320539,0.46417953909145676,0.41634849991517675,0.498682618695921,0.49824971619303454,0.5302552001609189,0.5412999496215875
52,0.5239848395604431,0.4870466945185441,0.47472906685578187,0.5558999880925357,0.45561301631440637,0.5318870359611941,0.48893565283198404,0.5273176017377668,0.5187151896909651,0.5525954066901262,0.4857293757587889,0.4550535408591743,0.4672276624800335,0.4152562078056751,0.49900891266970554,0.4971728877277676,0.5311618967329221,0.5428482695975003
53,0.5255859893540262,0.48806606295963734,0.47336084773330406,0.5571806072521129,0.4576321167651401,0.5325400238348339,0.4906838233942046,0.5258931581838164,0.5187430345914577,0.5527753826479974,0.4852661911799458,0.45531637430923244,0.4681870077265673,0.4142537666517803,0.4980885140015035,0.49475926987648805,0.5310606939983171,0.541775398176079
54,0.5233268964467734,0.48558763754944434,0.4710264517177475,0.5552057104979531,0.4571652869774413,0.5331328968021671,0.48991933611151395,0.5247828210252587,0.5186387406022368,0.5532388686376801,0.48769445090334823,0.4551966444903934,0.46659998770411915,0.4148885993716982,0.4978034080012489,0.4940039164524472,0.5290452000553332,0.5418155562303371
55,0.5248361414952843,0.48720926283050403,0.47631302542417503,0.5549016895048859,0.4572469151467218,0.5322010947823239,0.488995938635228,0.5310368454830934,0.5191053241471504,0.5527138881834511,0.4847950472376343,0.4536693293324601,0.46741504803920114,0.4168954935374551,0.49981268616027685,0.4947804372438072,0.5321549916088169,0.5433067646900379
56,0.5238533743123073,0.48566155191676064,0.47750349276208426,0.5499640920433707,0.45400040821472887,0.5284157952149592,0.4868372050787445,0.5301507845563348,0.5211829563688464,0.551367487632855,0.4839676913291543,0.4533636097483395,0.46808016711225486,0.4151032292071546,0.49961768476867635,0.4972284603284064,0.5333049869108643,0.5442659746186032
57,0.5230625869889924,0.4853538201520759,0.4737590431462262,0.5539973786907295,0.45661575813909094,0.5288231357733232,0.4892966025919054,0.5267713716119249,0.5238406981169317,0.5499428408839163,0.48425074923782224,0.45251916083791277,0.46717096774397965,0.4165689875254493,0.4976508086272741,0.49797295597717733,0.5322584112295932,0.5448940480104083
58,0.5202451167286283,0.4829756696690132,0.47081262098150783,0.5485757718760601,0.45337238892006687,0.531284824438447,0.4854533578846311,0.5275612322278926,0.524560154728142,0.5499050048094694,0.48641645277325357,0.45234883178664553,0.46638274155430287,0.41449823065230357,0.4981449545034021,0.4984324968430872,0.5305944262837591,0.5459944548902896
59,0.5190465556690277,0.48347700412923833,0.47147619822705616,0.550347567317797,0.45255053600840944,0.5318372782253256,0.4841128982849763,0.5259812739948919,0.5222613349988353,0.549486362326713,0.4887031386287445,0.45308188638410296,0.46682485372813964,0.4141884187477576,0.49916620594890915,0.4981442765746599,0.5289681476119273,0.5453386006476797
60,0.5206716910513727,0.4841951273799077,0.47126846129993955,0.5506952633992418,0.45495382800326567,0.5311460121785211,0.48563863239285116,0.5251469603890971,0.5226993873807914,0.5491743259543287,0.4867911118177825,0.45246051516962427,0.46639698257500506,0.41292920768156566,0.5013139987884337,0.5004932710189967,0.5317962099926482,0.5465231259017436
61,0.5216048493383164,0.48437153577129505,0.4704292660364752,0.5494311014897263,0.45602984895321674,0.5318082651986082,0.48654055259606843,0.5257777627023726,0.5256908437753138,0.548055487382197,0.4852255209969231,0.45270604960965005,0.4671492903169967,0.4112353583437749,0.5005603296664777,0.5014528828003787,0.5329989768479403,0.5459120677718767
62,0.5206342472781802,0.4833548258252792,0.47115942466942334,0.54800253798465,0.45337639396824064,0.5326001417962947,0.48482076018052295,0.5304722934798692,0.5261287757300247,0.5480541855734878,0.4866454318559019,0.45242136966221813,0.4671243973838599,0.41211006213395496,0.5011457334113767,0.50168475687555,0.5327264326363825,0.5464235488712369
63,0.5178037073240601,0.48252598038108196,0.4721009152717079,0.546209015016305,0.45275070567546166,0.5276341979800458,0.48285100603801123,0.5278904971684645,0.523530320779238,0.5488666040949395,0.49035093491253345,0.4551942453848015,0.46670839779249745,0.4119467321673613,0.5011458158188263,0.4978500123432024,0.52921488515675,0.5443242098566858
64,0.5178875453541566,0.48438433033891176,0.4730516521194338,0.5470618802709999,0.45033072691001885,0.5289255818274292,0.47990410411750006,0.530307212741484,0.5266424037125239,0.5478336326818273,0.4886980681277517,0.4571709802553777,0.46531959033699344,0.41211948612483756,0.4986196377204143,0.49795105593387373,0.530968719549464,0.5422245601700925
65,0.5173135571096165,0.4856300379664627,0.475972537925798,0.5424825975836058,0.45080974690901726,0.52994762270019,0.47841686365516395,0.5370372865091381,0.5271284807126332,0.547854889624384,0.4870000308473753,0.45790050431768753,0.4652807271145785,0.41525037782835383,0.49947079449579385,0.49695658860210123,0.532010371246901,0.5420368703210288
66,0.5217531920091303,0.48981262062220965,0.47648018499323846,0.5475347030079669,0.4511383195948247,0.5295310100482769,0.4777785102933033,0.5330837583829121,0.530600700152273,0.5474904802151233,0.48279108039981145,0.45694131411296574,0.46516488949691087,0.4132437244162511,0.5006875712362,0.4983441941056655,0.5367181027228619,0.5414970740313931
67,0.522005573464342,0.490205501381771,0.4773980306736733,0.5493550813443897,0.4504931749773967,0.5313317229803058,0.47848282806464226,0.5343304403602289,0.5315605924711667,0.5451287049229053,0.48287484329165736,0.4576019606600427,0.46460260000317366,0.41300081908665803,0.5000633964324206,0.49973467234987035,0.5368470562573001,0.5408643181058187
68,0.5206779632538169,0.491385045658839,0.4776336145541261,0.5465769959933955,0.44922922125177006,0.5336746477574937,0.4771704155658121,0.5364697707442176,0.5312635344061938,0.5477348519930401,0.4832659511033243,0.459041986505031,0.4631331290980665,0.4114702067078987,0.5007702650561278,0.4963038988880215,0.5351126703112814,0.5389219552509764
69,0.5177924137488226,0.4893787305146768,0.47520126482709685,0.5480687416566723,0.4501944639999999,0.5321378475557228,0.4792753449692568,0.5321092005070717,0.534814258374226,0.5475725257397738,0.4843718726607502,0.45903847536844433,0.4611564931365118,0.4113172260776214,0.4989072424873552,0.4991993599185243,0.5348510348267396,0.5394472772954687
70,0.5194523429036788,0.4921904709018637,0.4791328613925034,0.5393771681396913,0.45019024934368557,0.5290090551081369,0.4795745926547567,0.5357047182101387,0.5387789595439215,0.5448397478895399,0.4831758008495388,0.46267513298181157,0.46430828987292583,0.40951917462465837,0.4953225290891286,0.5001091286932734,0.5364467399067984,0.5353007971674618
71,0.5204334083821456,0.4922734238277499,0.4830658285402788,0.541319618609345,0.44806221470660024,0.5303791932596271,0.4775265896649156,0.5432155242839807,0.5398176092863529,0.5456028531780508,0.48291023498206653,0.4603725697646757,0.4628764620080195,0.4126881025070142,0.4933627736520523,0.5015019015899782,0.5358145328115288,0.5369851159280862
72,0.5201753052597992,0.4935413294256105,0.48082343293707874,0.5431881646204988,0.4483580283173316,0.5295196176742686,0.4768383954675047,0.5370929964912676,0.5373641878420866,0.5464658361440381,0.48368354797162605,0.4597470102620215,0.46244937748504195,0.4150284185705396,0.4955562847458224,0.4983314220929667,0.5352938065057545,0.5378764996242564
73,0.523447370275358,0.49506231363907555,0.48110562035781695,0.5414840137932425,0.44943070170234317,0.5319489485923503,0.47763681590122237,0.539083390446601,0.5383395700790865,0.5444945832011148,0.48168262236660453,0.4608680929086312,0.4639290671049232,0.41321766605325455,0.495354805967489,0.5024312013925482,0.5375386425450462,0.5361304500651525
74,0.5218525941471827,0.4926998205300821,0.479541463459116,0.5433793560568074,0.4471443832318111,0.5346535263658274,0.47626759328282237,0.5380259414936237,0.535504601776509,0.5466925119091807,0.483840982201934,0.4584677066354503,0.4626690897815058,0.4141784400452918,0.4975500541131569,0.5020603493945169,0.5349754900006394,0.5386557550865938
75,0.520133484988849,0.490332715935365,0.4775513693671596,0.5477938266007155,0.44621437425661314,0.5344931431928285,0.4762674940529117,0.5360998981422652,0.5383357685543194,0.5449606965431403,0.4867561628040653,0.4597643272106936,0.46208274195545107,0.41197249066249797,0.4932930719395224,0.5038566396318225,0.5328423263747674,0.537194648912557
76,0.5188296615691406,0.4901352673903431,0.4769207246360053,0.5435163894965787,0.44412314255583285,0.5315204381260901,0.47296165033367393,0.5332011037519453,0.5367250340603951,0.5432731736345182,0.48929866951127043,0.4616632134673293,0.46274210654254255,0.4131973256685392,0.49353128335452107,0.5032471839900068,0.5316995784265867,0.5363327171420755
77,0.5205595886698586,0.4903700032706004,0.4798874010779382,0.5439942048073831,0.4460705573236328,0.531522462019187,0.4727126330107961,0.5393869960169859,0.5419004858583454,0.5398729660046667,0.48701621631787,0.4611585221197255,0.46132144996552926,0.4140794621226525,0.4919642158817622,0.5077077846506092,0.5345077258273901,0.5365948281599389
78,0.5210013303824004,0.4901771302749469,0.47760368751750165,0.5405503549632752,0.44305327635375175,0.5292463666077124,0.47043844953798547,0.5345571171388328,0.5402881245822716,0.541942988280957,0.4868674595928985,0.46057377819005985,0.45971711739666715,0.4156669945803708,0.49405386916344785,0.5093657416681251,0.5341909131870146,0.5380104323566542
79,0.5231982979503489,0.49149128130625064,0.4785012836239465,0.5455496872798126,0.4442825670353935,0.5329936136230043,0.470369687644607,0.538747271227883,0.5411012440784221,0.5418622834332688,0.48474888557170415,0.4595314035548449,0.4612189027736636,0.41590465550162,0.49431227518563403,0.5088629664217438,0.5353301633018159,0.5388291942895717
80,0.5216577309324716,0.48920060664837,0.4778854469535793,0.5435043673569045,0.4448546272175924,0.5311276653710012,0.47133422353785626,0.534579154658049,0.5408981298819286,0.5430980494813189,0.487845075417468,0.459777117192978,0.4603715056125449,0.41405527397753633,0.49299339527977415,0.5072422058834147,0.5316775737193974,0.5390099482099948
81,0.5242408825569775,0.49122285210010047,0.47925678415298967,0.5469681923350251,0.44492227483791774,0.5309030965301449,0.47015821693007503,0.5363951652609794,0.5403671367830765,0.5449684464827688,0.486653521593572,0.4589994901387134,0.461689524977335,0.41418888741243726,0.49391902211575367,0.5071627561763591,0.5332624216397417,0.5387117727498808
82,0.525298271958901,0.49022890142157877,0.4807128059610209,0.5467376327929199,0.44160928107765623,0.5323763570008562,0.4677939124338103,0.5393220264676863,0.5390062671245761,0.5481563415055694,0.483600305674264,0.45690118755785314,0.46336766731383466,0.4146839422597875,0.4937699212059524,0.5077811157311959,0.5352963329385357,0.5407428916760131
83,0.5258132586094647,0.4882428781804648,0.48261265717862833,0.5497741511225326,0.4432281631073055,0.5313219137994656,0.4694495121488902,0.5385761866022533,0.5386690133584225,0.5469617085428561,0.48194593249853374,0.4553755902778225,0.4666669711206592,0.41693583085807523,0.49301630109011213,0.5089414674494414,0.5375997475496126,0.542008308235007
84,0.5267639526232126,0.4878775729417706,0.4788792523969076,0.551934107299684,0.4428200157172529,0.5319002821052785,0.46860387697327094,0.537185411322179,0.5422604517450278,0.5443585636656165,0.48166543578156457,0.4563283711026947,0.46494359645966943,0.4170469314609549,0.49076583052603906,0.5108666889042904,0.5381095984130279,0.540844399154731
